character,line
Jesse,Everything that I have done for you...
Walter,Oh ho!
Jesse,...you put a bug on my car?!
Walter,"I'm sorry, after everything you've done for me? What you've done for me?! You've killed me is what you've done! You signed my death warrant! And now you want advice? Alright, I'll give you advice: go to Mexico and screw up like I know you will and wind up in a barrel somewhere!"
Jesse,Can you walk?
Walter,Yeah.
Jesse,Then get the fuck outta here and never come back.
Benicio Fuentes,[in Spanish] This is ridiculous. I'm not letting some infant who can't even synthesize phenylacetic acid teach me my business.
Jesse,[to Gus] Tell this asshole if he wants to learn how to make my product he's got to do it my way. The right way. [Benicio steps up to Jesse]
Benicio,I speak English.
Jesse,"So you understand what ""asshole"" means. Now go get me my phenylacetic acid, asshole."
Benicio,Who do you think you are?
Jesse,"[gets in Benicio's face] I’m the guy your boss brought here to show you how it’s done. And if this is how you run your lab, no wonder. You are lucky he hasn’t fired your ass. Now, if you don’t want that to happen, I suggest you stop whining like a little bitch and do what I say...."
Benicio,[in Spanish] Clean up.
Walter,I wish I could take back last night. It was your birthday; this shouldn't be on your mind.
Walter,"No, it's not OK. I'm your father. I don't want last night to be... I mean, you really... you can't think of me like..."
Walter,"My father died when I was six. You knew that, right?"
Walter,"He had Huntington's disease. It destroys portions of the brain, affects muscle control, and leads to dementia. It's just a nasty disease. It's genetic. Terrified my mother that I might have it, so they ran tests on me when I was a kid, but I came up clean. My father fell very ill when I was four, five. Spent a lot of time in the hospital. My, heh, my mother would tell me so many stories about my father. I mean, she would talk about him all the time. I knew about his personality, how he treated people, I even knew how he liked his steaks cooked: medium rare, just like you. I knew things about my father, I had a lot of information. It was because people would tell me these things. They would paint this picture of my father for me and I always pretended that was who I saw too, that I remembered. But it was all a lie. In truth, I only have one real, actual memory of my father. It must have been right before he died. My mother would take me to the hospital to visit him. And I remember the smell in there. The chemicals. It was as if they used every single cleaning product they could find in a 50 mile radius, like they didn't want you smelling the sick people. There was this stench of Lysol and bleach, you could just feel it coating your lungs. Anyway, there, lying on the bed, is my father. And he's all... he's all twisted up. My mom, she puts me on her lap, she's sitting on the bed next to him so I can get a good look at him, but really he just scares me. And he's looking right at me, but I can't even be sure he knows who I am. And your grandmother is talking, trying to be cheerful as she does, but the only thing I could remember is him breathing. There was this... this rattling sound, like if you were shaking an empty spray paint can. Like there was nothing in him. Anyway, that is the only real memory that I have of my father. I don't want you to think of me the way I was last night. I don't want that to be the memory you have of me when I'm gone."
Jesse,What is this shit? I don't get a vote? I'm supposed to just stay down here forever?
Mike,I promise you this: either we're all going home or none of us are. Now settle down.
Eladio,"Gustavo, cheer up, man. Gustavo, I'm not angry. I had to spank you. But what choice did I have? Look, once every 20 years you forget your place. There's no place for emotion in this. You of all people should understand. Business is business."
Gus,"Don Eladio está muerto! Sus capos están muertos! Ustedes no tienen a nadie mas por quien pelear. Llenen sus bolsillos, y váyanse en paz… O VENGAN A PELEAR CONMIGO, Y MUERAN! [""Don Eladio is dead! His capos are dead! You have no one left to fight for! Fill your pockets and leave in peace, OR FIGHT ME AND DIE!""]"
Gus,"You did well down here. And you also proved a point. I think you can run the lab by yourself now, don't you?"
Jesse,Let Mr. White go. Pay him off or fire him. Don't kill him.
Gus,You know that won't work.
Jesse,Then you got a problem.
Gus,"Hello, Hector. [Gus presents Hector with Don Eladio's necklace] All of them, Hector. Don Eladio, Don Paco, Cesar, Reynaldo, Ortuno, Cisco, and Luis. Escalara. All dead. As is your grandson, Joaquin. Do you know who killed Joaquin? Would you like to see? [Gus turns Hector to Jesse] This young man. Do you remember him? That young man shot Joaquin to death while I made my escape. I believe you have met him before. It was just you and Joaquin. He was the only family you had left. Now the Salamanca name dies with you. Will you look at me now? Look at me, Hector. Look at me."
Gus,You are done. Fired. Do not show your face at the laundry again. Stay away from Pinkman. Do not go near him...ever. Are you listening to me?
Walter,Or else you'll do what?
Gus,What did you say?
Walter,"Stay away from Pinkman...or else you'll do...what? Kill me? If you could kill me, I'd already be dead. But you can't. You can't kill me because Jesse wouldn't cook for you if you did. That's it, isn't it? [coughs] No matter how hard you try to turn him against me, to screw with his head, so that he would hate my guts...and he still won't let you do it."
Gus,"For now. But he'll come around. In the meantime, there's the matter of your brother-in-law. He is a problem you promised to resolve. You have failed. Now it's left to me to deal with him."
Walter,You can't.
Gus,"If you try to interfere, this becomes a much simpler matter. I will kill your wife. I will kill your son. I will kill your infant daughter."
Walter,"[panicking] Saul! This man we spoke of before, this, this person that you said could, could disappear me, give me a whole new life, and make sure I'm never found?"
Saul,Yeah.
Walter,"I need him! I need this man now! Saul, Gus is gonna murder my whole family."
Saul,"Oh, Christ."
Walter,"Saul! Now, Saul!"
Saul,Yeah yeah! [Saul hurries over to a locked safe.] You understand there's no coming back from this? You're gonna get new Socials and new identities. You can't contact your friends or relatives ever again.
Walter,"Alright! Yes, I understand!"
Saul,How are you gonna sell this to that wife of yours.. and your teenage son?
Walter,I have got no choice.
Saul,"You're wanted by some pretty scary individuals, not to mention the law. You're a high-risk client. You're gonna need the deluxe service. It's gonna cost you."
Walter,How much?
Saul,The last quote I got on the deluxe was 125 grand. But you've got four people to vanish. It's gonna be at least half a million. And he accepts cash only.
Walter,"I've got the money, now come on! Please!"
Saul,Here!
Walter,What?! This.. this is a vacuum cleaner repair company!
Saul,"What'd you expect, Hadji's Quick Vanish?!"
Walter,Where is it? Where's the rest?
Skyler,Wha-?
Walter,"The money, Skyler, where is the rest? Skyler? WHERE IS THE MONEY?!"
Skyler,[pause] I gave it to Ted.
Walter,What? You did what?
Skyler,"Walt, I'm...I had to. For us, the family. I swear, Walt..."
Walter,You gave our money to Beneke?
Skyler,"Walt, please, please, just hear me out, please..."
Walter,"AAAAAAAAAAAAAAAAAAHHHH!!! [Walter collapses crying, then breaks out in crazy laughter, as Skyler backs away to answer the phone]"
Skyler,"You really expect me to say, ""Okay, Walt, sure! Just stay here and..."" No. There's gotta be another way."
Walter,There isn't. There was...but now there isn't.
Skyler,Walt. How long till you're safe? Till you can work this out?
Walter,"Oh, Skyler..."
Skyler,No.
Walter,Skyler–
Skyler,No.
Walter,I have lived under the threat of death for a year now...
Skyler,No.
Walter,"...and because of that, I've made choices."
Skyler,"Walt, I–"
Walter,"Listen to me. I alone should suffer the consequences of those choices, no one else. And those consequences...they're coming. No more prolonging the inevitable."
